id,description,code
748,Liver Function Test,PR0748
720,Liver Function Test,PR0720
901,Chest X-Ray,PR0901
342,Basic Metabolic Panel,PR0342
155,Stress Test,PR0155
850,Thyroid Function Test,PR0850
1308,Thyroid Function Test,PR1308
243,Stress Test,PR0243
884,Lipid Panel,PR0884
1498,Stress Test,PR1498
1523,Basic Metabolic Panel,PR1523
1931,Stress Test,PR1931
403,Stress Test,PR0403
706,Stress Test,PR0706
354,Thyroid Function Test,PR0354
1703,Abdominal Ultrasound,PR1703
506,Abdominal Ultrasound,PR0506
1403,Thyroid Function Test,PR1403
1050,Stress Test,PR1050
1578,Lipid Panel,PR1578
1961,Kidney Function Test,PR1961
426,Basic Metabolic Panel,PR0426
517,Liver Function Test,PR0517
96,Lipid Panel,PR0096
970,CT Scan of the Abdomen,PR0970
32,Liver Function Test,PR0032
1212,Stress Test,PR1212
153,Lipid Panel,PR0153
1527,Lipid Panel,PR1527
634,Thyroid Function Test,PR0634
1444,Lipid Panel,PR1444
1972,CT Scan of the Abdomen,PR1972
868,Thyroid Function Test,PR0868
1921,Basic Metabolic Panel,PR1921
30,Basic Metabolic Panel,PR0030
1996,Kidney Function Test,PR1996
1505,Stress Test,PR1505
1077,Liver Function Test,PR1077
1402,Kidney Function Test,PR1402
550,CT Scan of the Abdomen,PR0550
519,Electrocardiogram (ECG),PR0519
232,Abdominal Ultrasound,PR0232
1911,Liver Function Test,PR1911
1031,Lipid Panel,PR1031
1438,Lipid Panel,PR1438
1772,Stress Test,PR1772
1020,CT Scan of the Abdomen,PR1020
1101,MRI of the Brain,PR1101
407,Complete Blood Count (CBC),PR0407
890,Liver Function Test,PR0890
1788,Thyroid Function Test,PR1788
1676,Liver Function Test,PR1676
976,Chest X-Ray,PR0976
216,Chest X-Ray,PR0216
224,Chest X-Ray,PR0224
664,Complete Blood Count (CBC),PR0664
175,Basic Metabolic Panel,PR0175
1530,Electrocardiogram (ECG),PR1530
1642,Lipid Panel,PR1642
1286,MRI of the Brain,PR1286
1654,CT Scan of the Abdomen,PR1654
428,Liver Function Test,PR0428
1848,MRI of the Brain,PR1848
1629,Stress Test,PR1629
1295,CT Scan of the Abdomen,PR1295
1885,Abdominal Ultrasound,PR1885
1497,Basic Metabolic Panel,PR1497
1726,MRI of the Brain,PR1726
10,Electrocardiogram (ECG),PR0010
1105,CT Scan of the Abdomen,PR1105
148,Lipid Panel,PR0148
586,Abdominal Ultrasound,PR0586
409,Abdominal Ultrasound,PR0409
561,Chest X-Ray,PR0561
1440,Stress Test,PR1440
535,Basic Metabolic Panel,PR0535
1909,Complete Blood Count (CBC),PR1909
45,Kidney Function Test,PR0045
1055,CT Scan of the Abdomen,PR1055
704,Complete Blood Count (CBC),PR0704
1979,Lipid Panel,PR1979
1310,Chest X-Ray,PR1310
833,Electrocardiogram (ECG),PR0833
1468,Liver Function Test,PR1468
1337,Chest X-Ray,PR1337
1656,Electrocardiogram (ECG),PR1656
62,Electrocardiogram (ECG),PR0062
875,Basic Metabolic Panel,PR0875
1450,Electrocardiogram (ECG),PR1450
1651,Liver Function Test,PR1651
1661,MRI of the Brain,PR1661
688,Chest X-Ray,PR0688
311,Electrocardiogram (ECG),PR0311
936,Chest X-Ray,PR0936
497,Stress Test,PR0497
696,Complete Blood Count (CBC),PR0696
1501,Abdominal Ultrasound,PR1501
546,Liver Function Test,PR0546
554,Stress Test,PR0554
1662,Lipid Panel,PR1662
1722,Basic Metabolic Panel,PR1722
1583,Basic Metabolic Panel,PR1583
1202,Chest X-Ray,PR1202
1507,Stress Test,PR1507
1335,Lipid Panel,PR1335
783,Chest X-Ray,PR0783
843,CT Scan of the Abdomen,PR0843
1723,MRI of the Brain,PR1723
1739,MRI of the Brain,PR1739
202,Electrocardiogram (ECG),PR0202
1760,Basic Metabolic Panel,PR1760
906,Basic Metabolic Panel,PR0906
1855,Chest X-Ray,PR1855
1479,Basic Metabolic Panel,PR1479
1171,CT Scan of the Abdomen,PR1171
1214,Lipid Panel,PR1214
19,Liver Function Test,PR0019
1019,Electrocardiogram (ECG),PR1019
1389,Basic Metabolic Panel,PR1389
1709,Liver Function Test,PR1709
1207,Lipid Panel,PR1207
912,Complete Blood Count (CBC),PR0912
1006,Complete Blood Count (CBC),PR1006
786,Liver Function Test,PR0786
1134,Basic Metabolic Panel,PR1134
755,Stress Test,PR0755
1458,Stress Test,PR1458
90,Lipid Panel,PR0090
1677,Stress Test,PR1677
744,Electrocardiogram (ECG),PR0744
1547,Electrocardiogram (ECG),PR1547
1647,Basic Metabolic Panel,PR1647
1975,Chest X-Ray,PR1975
277,Thyroid Function Test,PR0277
349,Chest X-Ray,PR0349
1680,Liver Function Test,PR1680
1800,Basic Metabolic Panel,PR1800
625,Chest X-Ray,PR0625
427,MRI of the Brain,PR0427
370,Electrocardiogram (ECG),PR0370
911,Electrocardiogram (ECG),PR0911
805,Stress Test,PR0805
1355,CT Scan of the Abdomen,PR1355
1943,Abdominal Ultrasound,PR1943
534,MRI of the Brain,PR0534
644,MRI of the Brain,PR0644
1796,Liver Function Test,PR1796
1758,CT Scan of the Abdomen,PR1758
657,CT Scan of the Abdomen,PR0657
1079,MRI of the Brain,PR1079
1496,Chest X-Ray,PR1496
1697,Lipid Panel,PR1697
252,Lipid Panel,PR0252
1232,Abdominal Ultrasound,PR1232
1801,Lipid Panel,PR1801
1590,MRI of the Brain,PR1590
1593,Electrocardiogram (ECG),PR1593
1095,Chest X-Ray,PR1095
747,Lipid Panel,PR0747
1813,Electrocardiogram (ECG),PR1813
109,Basic Metabolic Panel,PR0109
397,Abdominal Ultrasound,PR0397
1339,Electrocardiogram (ECG),PR1339
1570,Electrocardiogram (ECG),PR1570
887,MRI of the Brain,PR0887
730,CT Scan of the Abdomen,PR0730
529,CT Scan of the Abdomen,PR0529
932,Chest X-Ray,PR0932
1807,Complete Blood Count (CBC),PR1807
260,Abdominal Ultrasound,PR0260
68,MRI of the Brain,PR0068
168,Abdominal Ultrasound,PR0168
983,Kidney Function Test,PR0983
1177,Stress Test,PR1177
1418,Complete Blood Count (CBC),PR1418
207,Chest X-Ray,PR0207
5,Electrocardiogram (ECG),PR0005
1363,Thyroid Function Test,PR1363
1797,Abdominal Ultrasound,PR1797
1351,Abdominal Ultrasound,PR1351
1358,Stress Test,PR1358
1752,Basic Metabolic Panel,PR1752
1565,Complete Blood Count (CBC),PR1565
1782,Abdominal Ultrasound,PR1782
1138,Kidney Function Test,PR1138
782,CT Scan of the Abdomen,PR0782
1035,Basic Metabolic Panel,PR1035
1456,Thyroid Function Test,PR1456
75,Complete Blood Count (CBC),PR0075
792,Complete Blood Count (CBC),PR0792
85,Basic Metabolic Panel,PR0085
1279,Basic Metabolic Panel,PR1279
1016,MRI of the Brain,PR1016
404,Basic Metabolic Panel,PR0404
446,Kidney Function Test,PR0446
1640,Kidney Function Test,PR1640
1805,Complete Blood Count (CBC),PR1805
118,CT Scan of the Abdomen,PR0118
1074,Chest X-Ray,PR1074
167,Lipid Panel,PR0167
160,Lipid Panel,PR0160
467,MRI of the Brain,PR0467
1311,MRI of the Brain,PR1311
864,Complete Blood Count (CBC),PR0864
316,MRI of the Brain,PR0316
1556,MRI of the Brain,PR1556
818,Complete Blood Count (CBC),PR0818
1129,CT Scan of the Abdomen,PR1129
459,Abdominal Ultrasound,PR0459
505,Kidney Function Test,PR0505
18,Lipid Panel,PR0018
1455,Stress Test,PR1455
203,Chest X-Ray,PR0203
444,Chest X-Ray,PR0444
1309,Lipid Panel,PR1309
1144,Kidney Function Test,PR1144
386,Chest X-Ray,PR0386
585,Abdominal Ultrasound,PR0585
1394,Chest X-Ray,PR1394
667,Lipid Panel,PR0667
1644,CT Scan of the Abdomen,PR1644
300,Thyroid Function Test,PR0300
465,Lipid Panel,PR0465
93,Thyroid Function Test,PR0093
927,Basic Metabolic Panel,PR0927
1385,Lipid Panel,PR1385
228,MRI of the Brain,PR0228
1061,Abdominal Ultrasound,PR1061
154,CT Scan of the Abdomen,PR0154
1169,Abdominal Ultrasound,PR1169
285,Lipid Panel,PR0285
339,Stress Test,PR0339
188,Lipid Panel,PR0188
1380,Abdominal Ultrasound,PR1380
1377,CT Scan of the Abdomen,PR1377
1858,Liver Function Test,PR1858
1484,Abdominal Ultrasound,PR1484
1821,Liver Function Test,PR1821
450,Liver Function Test,PR0450
1610,Liver Function Test,PR1610
265,Complete Blood Count (CBC),PR0265
1215,Abdominal Ultrasound,PR1215
1306,CT Scan of the Abdomen,PR1306
275,Chest X-Ray,PR0275
272,CT Scan of the Abdomen,PR0272
989,Liver Function Test,PR0989
1383,Complete Blood Count (CBC),PR1383
315,Complete Blood Count (CBC),PR0315
913,Stress Test,PR0913
1710,Liver Function Test,PR1710
1426,Lipid Panel,PR1426
483,Chest X-Ray,PR0483
236,Kidney Function Test,PR0236
1585,Electrocardiogram (ECG),PR1585
437,Chest X-Ray,PR0437
1122,Lipid Panel,PR1122
1965,Abdominal Ultrasound,PR1965
630,Electrocardiogram (ECG),PR0630
610,Complete Blood Count (CBC),PR0610
1115,CT Scan of the Abdomen,PR1115
1728,MRI of the Brain,PR1728
732,Liver Function Test,PR0732
223,Abdominal Ultrasound,PR0223
660,MRI of the Brain,PR0660
1338,Abdominal Ultrasound,PR1338
1195,MRI of the Brain,PR1195
1365,Basic Metabolic Panel,PR1365
1483,Electrocardiogram (ECG),PR1483
1285,Thyroid Function Test,PR1285
866,Kidney Function Test,PR0866
1070,Electrocardiogram (ECG),PR1070
1866,CT Scan of the Abdomen,PR1866
1213,Thyroid Function Test,PR1213
16,Abdominal Ultrasound,PR0016
447,Lipid Panel,PR0447
986,Basic Metabolic Panel,PR0986
365,Complete Blood Count (CBC),PR0365
813,Kidney Function Test,PR0813
1939,Basic Metabolic Panel,PR1939
1694,Electrocardiogram (ECG),PR1694
1255,Stress Test,PR1255
656,Basic Metabolic Panel,PR0656
501,Basic Metabolic Panel,PR0501
1488,Electrocardiogram (ECG),PR1488
626,MRI of the Brain,PR0626
1865,Lipid Panel,PR1865
421,MRI of the Brain,PR0421
469,Electrocardiogram (ECG),PR0469
604,Complete Blood Count (CBC),PR0604
1715,CT Scan of the Abdomen,PR1715
1199,Electrocardiogram (ECG),PR1199
827,Liver Function Test,PR0827
682,Kidney Function Test,PR0682
335,Basic Metabolic Panel,PR0335
1224,Electrocardiogram (ECG),PR1224
1764,Lipid Panel,PR1764
1602,Lipid Panel,PR1602
1112,Lipid Panel,PR1112
1075,Abdominal Ultrasound,PR1075
251,Abdominal Ultrasound,PR0251
1831,Liver Function Test,PR1831
113,Kidney Function Test,PR0113
1076,Electrocardiogram (ECG),PR1076
398,Stress Test,PR0398
622,Liver Function Test,PR0622
1428,Electrocardiogram (ECG),PR1428
468,Thyroid Function Test,PR0468
131,Liver Function Test,PR0131
1083,Electrocardiogram (ECG),PR1083
1356,Liver Function Test,PR1356
1065,Basic Metabolic Panel,PR1065
578,Lipid Panel,PR0578
1242,Complete Blood Count (CBC),PR1242
1918,Kidney Function Test,PR1918
1897,Complete Blood Count (CBC),PR1897
1948,Thyroid Function Test,PR1948
279,Abdominal Ultrasound,PR0279
159,Electrocardiogram (ECG),PR0159
767,Kidney Function Test,PR0767
705,Lipid Panel,PR0705
1452,Complete Blood Count (CBC),PR1452
169,Thyroid Function Test,PR0169
52,CT Scan of the Abdomen,PR0052
939,Stress Test,PR0939
1520,Thyroid Function Test,PR1520
1659,Chest X-Ray,PR1659
336,Abdominal Ultrasound,PR0336
420,Stress Test,PR0420
888,Liver Function Test,PR0888
831,Kidney Function Test,PR0831
1519,Thyroid Function Test,PR1519
1354,Stress Test,PR1354
1993,CT Scan of the Abdomen,PR1993
1573,Chest X-Ray,PR1573
164,Chest X-Ray,PR0164
245,MRI of the Brain,PR0245
369,Kidney Function Test,PR0369
368,Basic Metabolic Panel,PR0368
1603,Chest X-Ray,PR1603
1941,MRI of the Brain,PR1941
739,Basic Metabolic Panel,PR0739
1259,Basic Metabolic Panel,PR1259
930,Basic Metabolic Panel,PR0930
416,Chest X-Ray,PR0416
1025,Chest X-Ray,PR1025
1898,CT Scan of the Abdomen,PR1898
1303,Liver Function Test,PR1303
499,Abdominal Ultrasound,PR0499
1641,Chest X-Ray,PR1641
31,Liver Function Test,PR0031
701,Liver Function Test,PR0701
442,Basic Metabolic Panel,PR0442
1734,Electrocardiogram (ECG),PR1734
959,Thyroid Function Test,PR0959
1655,Kidney Function Test,PR1655
1386,Chest X-Ray,PR1386
1820,CT Scan of the Abdomen,PR1820
826,Basic Metabolic Panel,PR0826
170,Thyroid Function Test,PR0170
1188,Basic Metabolic Panel,PR1188
430,Liver Function Test,PR0430
1708,Thyroid Function Test,PR1708
1637,Liver Function Test,PR1637
1178,Liver Function Test,PR1178
1039,Electrocardiogram (ECG),PR1039
1109,CT Scan of the Abdomen,PR1109
1123,CT Scan of the Abdomen,PR1123
1081,Abdominal Ultrasound,PR1081
1139,Complete Blood Count (CBC),PR1139
1550,Lipid Panel,PR1550
1956,CT Scan of the Abdomen,PR1956
298,MRI of the Brain,PR0298
944,Stress Test,PR0944
487,Liver Function Test,PR0487
1879,Basic Metabolic Panel,PR1879
1030,Basic Metabolic Panel,PR1030
1010,Chest X-Ray,PR1010
1932,CT Scan of the Abdomen,PR1932
319,Kidney Function Test,PR0319
1446,Complete Blood Count (CBC),PR1446
1038,Basic Metabolic Panel,PR1038
1751,Thyroid Function Test,PR1751
1696,CT Scan of the Abdomen,PR1696
1736,Thyroid Function Test,PR1736
950,Basic Metabolic Panel,PR0950
1540,Thyroid Function Test,PR1540
728,Thyroid Function Test,PR0728
1371,Complete Blood Count (CBC),PR1371
1353,Stress Test,PR1353
112,MRI of the Brain,PR0112
1746,Complete Blood Count (CBC),PR1746
1289,Basic Metabolic Panel,PR1289
457,Chest X-Ray,PR0457
133,Abdominal Ultrasound,PR0133
391,Chest X-Ray,PR0391
1004,Liver Function Test,PR1004
258,Chest X-Ray,PR0258
1329,MRI of the Brain,PR1329
1217,Chest X-Ray,PR1217
35,Complete Blood Count (CBC),PR0035
172,Lipid Panel,PR0172
934,CT Scan of the Abdomen,PR0934
1994,Liver Function Test,PR1994
371,Liver Function Test,PR0371
1670,Kidney Function Test,PR1670
819,CT Scan of the Abdomen,PR0819
1665,Thyroid Function Test,PR1665
1822,Liver Function Test,PR1822
937,Electrocardiogram (ECG),PR0937
51,Complete Blood Count (CBC),PR0051
1852,Electrocardiogram (ECG),PR1852
1600,Electrocardiogram (ECG),PR1600
1737,CT Scan of the Abdomen,PR1737
12,CT Scan of the Abdomen,PR0012
1702,Kidney Function Test,PR1702
29,Abdominal Ultrasound,PR0029
1768,Complete Blood Count (CBC),PR1768
514,Electrocardiogram (ECG),PR0514
1601,Lipid Panel,PR1601
1934,MRI of the Brain,PR1934
292,Complete Blood Count (CBC),PR0292
1131,Basic Metabolic Panel,PR1131
1082,Stress Test,PR1082
1741,Stress Test,PR1741
76,Chest X-Ray,PR0076
1447,CT Scan of the Abdomen,PR1447
44,Complete Blood Count (CBC),PR0044
761,MRI of the Brain,PR0761
1404,Chest X-Ray,PR1404
333,CT Scan of the Abdomen,PR0333
854,Electrocardiogram (ECG),PR0854
1927,Lipid Panel,PR1927
1847,Liver Function Test,PR1847
1599,Abdominal Ultrasound,PR1599
631,Abdominal Ultrasound,PR0631
1093,Thyroid Function Test,PR1093
703,Stress Test,PR0703
1719,Chest X-Ray,PR1719
181,Complete Blood Count (CBC),PR0181
1598,Abdominal Ultrasound,PR1598
1810,Kidney Function Test,PR1810
996,Liver Function Test,PR0996
1036,Chest X-Ray,PR1036
530,Kidney Function Test,PR0530
725,Basic Metabolic Panel,PR0725
321,Basic Metabolic Panel,PR0321
1792,Complete Blood Count (CBC),PR1792
1099,Stress Test,PR1099
611,Chest X-Ray,PR0611
1315,Lipid Panel,PR1315
439,Stress Test,PR0439
1983,Thyroid Function Test,PR1983
841,CT Scan of the Abdomen,PR0841
1558,Liver Function Test,PR1558
1860,Lipid Panel,PR1860
785,Electrocardiogram (ECG),PR0785
893,Abdominal Ultrasound,PR0893
1936,Kidney Function Test,PR1936
766,Kidney Function Test,PR0766
679,MRI of the Brain,PR0679
852,Kidney Function Test,PR0852
511,Lipid Panel,PR0511
1837,CT Scan of the Abdomen,PR1837
438,Abdominal Ultrasound,PR0438
607,Thyroid Function Test,PR0607
1393,Liver Function Test,PR1393
1491,Stress Test,PR1491
1980,Complete Blood Count (CBC),PR1980
1538,Electrocardiogram (ECG),PR1538
685,Thyroid Function Test,PR0685
334,Abdominal Ultrasound,PR0334
1503,Stress Test,PR1503
991,Stress Test,PR0991
1712,Electrocardiogram (ECG),PR1712
1942,Electrocardiogram (ECG),PR1942
1347,Abdominal Ultrasound,PR1347
13,Stress Test,PR0013
796,Stress Test,PR0796
78,MRI of the Brain,PR0078
1577,Electrocardiogram (ECG),PR1577
1158,MRI of the Brain,PR1158
1851,Electrocardiogram (ECG),PR1851
25,Basic Metabolic Panel,PR0025
500,Thyroid Function Test,PR0500
1563,Chest X-Ray,PR1563
185,Complete Blood Count (CBC),PR0185
490,Stress Test,PR0490
1500,Abdominal Ultrasound,PR1500
697,Complete Blood Count (CBC),PR0697
1209,Complete Blood Count (CBC),PR1209
211,Chest X-Ray,PR0211
307,CT Scan of the Abdomen,PR0307
8,Chest X-Ray,PR0008
916,Basic Metabolic Panel,PR0916
1634,Kidney Function Test,PR1634
635,Electrocardiogram (ECG),PR0635
1682,Basic Metabolic Panel,PR1682
1628,Liver Function Test,PR1628
1013,Thyroid Function Test,PR1013
1481,Liver Function Test,PR1481
1048,Electrocardiogram (ECG),PR1048
947,Basic Metabolic Panel,PR0947
1436,CT Scan of the Abdomen,PR1436
201,MRI of the Brain,PR0201
326,Basic Metabolic Panel,PR0326
1453,MRI of the Brain,PR1453
1069,Stress Test,PR1069
527,Basic Metabolic Panel,PR0527
1836,Kidney Function Test,PR1836
1150,Kidney Function Test,PR1150
1957,Chest X-Ray,PR1957
116,Abdominal Ultrasound,PR0116
874,CT Scan of the Abdomen,PR0874
632,Chest X-Ray,PR0632
1046,MRI of the Brain,PR1046
1776,Stress Test,PR1776
1462,Basic Metabolic Panel,PR1462
1688,Kidney Function Test,PR1688
1421,MRI of the Brain,PR1421
328,Kidney Function Test,PR0328
1713,Stress Test,PR1713
1116,Abdominal Ultrasound,PR1116
14,Basic Metabolic Panel,PR0014
941,Abdominal Ultrasound,PR0941
651,Lipid Panel,PR0651
962,Stress Test,PR0962
1096,Lipid Panel,PR1096
1342,CT Scan of the Abdomen,PR1342
1062,Complete Blood Count (CBC),PR1062
49,Abdominal Ultrasound,PR0049
666,MRI of the Brain,PR0666
924,CT Scan of the Abdomen,PR0924
675,Complete Blood Count (CBC),PR0675
1091,Kidney Function Test,PR1091
1533,Complete Blood Count (CBC),PR1533
356,Abdominal Ultrasound,PR0356
526,Chest X-Ray,PR0526
1525,Kidney Function Test,PR1525
1636,Abdominal Ultrasound,PR1636
1463,Kidney Function Test,PR1463
485,Liver Function Test,PR0485
1564,Basic Metabolic Panel,PR1564
1018,Electrocardiogram (ECG),PR1018
58,Thyroid Function Test,PR0058
1318,Chest X-Ray,PR1318
1812,Stress Test,PR1812
801,MRI of the Brain,PR0801
1614,Abdominal Ultrasound,PR1614
876,CT Scan of the Abdomen,PR0876
1717,Thyroid Function Test,PR1717
324,Stress Test,PR0324
608,CT Scan of the Abdomen,PR0608
1346,Chest X-Ray,PR1346
1781,Liver Function Test,PR1781
264,Complete Blood Count (CBC),PR0264
227,Basic Metabolic Panel,PR0227
1892,Chest X-Ray,PR1892
1407,Kidney Function Test,PR1407
750,Complete Blood Count (CBC),PR0750
1889,Lipid Panel,PR1889
1198,Basic Metabolic Panel,PR1198
1562,Abdominal Ultrasound,PR1562
220,Kidney Function Test,PR0220
1151,Stress Test,PR1151
774,Thyroid Function Test,PR0774
551,Thyroid Function Test,PR0551
330,Liver Function Test,PR0330
299,CT Scan of the Abdomen,PR0299
82,Lipid Panel,PR0082
1933,Liver Function Test,PR1933
389,Liver Function Test,PR0389
325,Complete Blood Count (CBC),PR0325
816,Stress Test,PR0816
1639,CT Scan of the Abdomen,PR1639
923,Lipid Panel,PR0923
1391,Stress Test,PR1391
1494,CT Scan of the Abdomen,PR1494
24,Thyroid Function Test,PR0024
680,MRI of the Brain,PR0680
1237,Chest X-Ray,PR1237
213,Thyroid Function Test,PR0213
1245,Basic Metabolic Panel,PR1245
663,Basic Metabolic Panel,PR0663
417,Kidney Function Test,PR0417
999,Electrocardiogram (ECG),PR0999
589,Stress Test,PR0589
1985,Basic Metabolic Panel,PR1985
575,Electrocardiogram (ECG),PR0575
1791,Basic Metabolic Panel,PR1791
1718,Basic Metabolic Panel,PR1718
440,Liver Function Test,PR0440
253,CT Scan of the Abdomen,PR0253
1868,Liver Function Test,PR1868
1493,Abdominal Ultrasound,PR1493
1047,Stress Test,PR1047
1248,Liver Function Test,PR1248
602,MRI of the Brain,PR0602
699,Kidney Function Test,PR0699
1457,Liver Function Test,PR1457
569,Lipid Panel,PR0569
1613,Complete Blood Count (CBC),PR1613
1584,Lipid Panel,PR1584
475,Complete Blood Count (CBC),PR0475
1945,Kidney Function Test,PR1945
474,Basic Metabolic Panel,PR0474
218,Basic Metabolic Panel,PR0218
780,Electrocardiogram (ECG),PR0780
1757,Electrocardiogram (ECG),PR1757
1580,CT Scan of the Abdomen,PR1580
1888,Kidney Function Test,PR1888
197,Basic Metabolic Panel,PR0197
198,Chest X-Ray,PR0198
347,Abdominal Ultrasound,PR0347
793,Thyroid Function Test,PR0793
922,CT Scan of the Abdomen,PR0922
405,Abdominal Ultrasound,PR0405
143,Chest X-Ray,PR0143
1152,Abdominal Ultrasound,PR1152
441,Kidney Function Test,PR0441
1191,MRI of the Brain,PR1191
1524,Basic Metabolic Panel,PR1524
794,Basic Metabolic Panel,PR0794
862,Complete Blood Count (CBC),PR0862
1323,CT Scan of the Abdomen,PR1323
537,Chest X-Ray,PR0537
1970,Lipid Panel,PR1970
1571,Thyroid Function Test,PR1571
1087,MRI of the Brain,PR1087
1227,Kidney Function Test,PR1227
1867,Electrocardiogram (ECG),PR1867
717,Kidney Function Test,PR0717
1582,CT Scan of the Abdomen,PR1582
1302,Lipid Panel,PR1302
1827,MRI of the Brain,PR1827
318,Basic Metabolic Panel,PR0318
1569,Complete Blood Count (CBC),PR1569
919,Chest X-Ray,PR0919
1486,Complete Blood Count (CBC),PR1486
857,Basic Metabolic Panel,PR0857
2000,Abdominal Ultrasound,PR2000
411,Thyroid Function Test,PR0411
856,Kidney Function Test,PR0856
1649,Stress Test,PR1649
190,Lipid Panel,PR0190
284,Lipid Panel,PR0284
1266,Kidney Function Test,PR1266
820,Electrocardiogram (ECG),PR0820
903,Kidney Function Test,PR0903
812,Basic Metabolic Panel,PR0812
693,Kidney Function Test,PR0693
1608,Lipid Panel,PR1608
1257,Abdominal Ultrasound,PR1257
498,Lipid Panel,PR0498
1969,Electrocardiogram (ECG),PR1969
640,Kidney Function Test,PR0640
1322,Kidney Function Test,PR1322
1900,Liver Function Test,PR1900
1904,Thyroid Function Test,PR1904
387,Abdominal Ultrasound,PR0387
1575,Electrocardiogram (ECG),PR1575
47,Thyroid Function Test,PR0047
1238,Stress Test,PR1238
729,Basic Metabolic Panel,PR0729
518,Electrocardiogram (ECG),PR0518
1124,Kidney Function Test,PR1124
1113,Abdominal Ultrasound,PR1113
225,Abdominal Ultrasound,PR0225
1366,Stress Test,PR1366
1084,Basic Metabolic Panel,PR1084
591,Lipid Panel,PR0591
521,Basic Metabolic Panel,PR0521
1406,MRI of the Brain,PR1406
1332,MRI of the Brain,PR1332
1223,MRI of the Brain,PR1223
920,MRI of the Brain,PR0920
513,CT Scan of the Abdomen,PR0513
1211,CT Scan of the Abdomen,PR1211
756,Chest X-Ray,PR0756
757,Stress Test,PR0757
196,Liver Function Test,PR0196
1466,Thyroid Function Test,PR1466
1200,Thyroid Function Test,PR1200
711,Stress Test,PR0711
1869,Electrocardiogram (ECG),PR1869
379,Electrocardiogram (ECG),PR0379
27,Basic Metabolic Panel,PR0027
205,Chest X-Ray,PR0205
295,Stress Test,PR0295
233,Complete Blood Count (CBC),PR0233
1274,Lipid Panel,PR1274
1012,CT Scan of the Abdomen,PR1012
1630,MRI of the Brain,PR1630
1735,Liver Function Test,PR1735
242,MRI of the Brain,PR0242
1471,Liver Function Test,PR1471
1460,CT Scan of the Abdomen,PR1460
1040,Stress Test,PR1040
1841,Kidney Function Test,PR1841
1174,Liver Function Test,PR1174
1959,Basic Metabolic Panel,PR1959
949,Stress Test,PR0949
678,Liver Function Test,PR0678
1912,Stress Test,PR1912
579,Abdominal Ultrasound,PR0579
672,Chest X-Ray,PR0672
540,Lipid Panel,PR0540
214,Abdominal Ultrasound,PR0214
878,CT Scan of the Abdomen,PR0878
303,Liver Function Test,PR0303
79,Chest X-Ray,PR0079
278,Electrocardiogram (ECG),PR0278
1674,Lipid Panel,PR1674
